name,p_link,price,store_name
Echo Spot - Smart Alarm Clock with Alexa (Black or White) - $70 + tax @ Woot.com,https://slickdeals.net/f/14015567-echo-spot-smart-alarm-clock-with-alexa-black-or-white-70-tax-woot-com?src=catpagev2,$70,
"Garmin Forerunner 645 Music, GPS Running Watch with Pay Contactless Payments, Wrist-Based Heart Rate and Music, Black, 010-01863-20, 1.2"" [With Music] $285 (Save $164.99)",https://slickdeals.net/f/14014844-garmin-forerunner-645-music-gps-running-watch-with-pay-contactless-payments-wrist-based-heart-rate-and-music-black-010-01863-20-1-2-with-music-285-save-164-99?src=catpagev2,$285,Amazon
XPG GAMMIX D30 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model AX4U360038G18A-DR30,https://slickdeals.net/f/14015864-xpg-gammix-d30-16gb-2-x-8gb-288-pin-ddr4-sdram-ddr4-3600-pc4-28800-desktop-memory-model-ax4u360038g18a-dr30?src=catpagev2,,Newegg
20% off Dreem 2 sleep tracker headband $399.2,https://slickdeals.net/f/14015648-20-off-dreem-2-sleep-tracker-headband-399-2?src=catpagev2,$399.20,
Garmin Vivoactive 4 or 4S Smartwatch + 2-Pk 32GB Sandisk Extreme Plus MicroSDHC,https://slickdeals.net/f/14013767-garmin-vivoactive-4-or-4s-smartwatch-2-pack-32gb-sandisk-extreme-plus-microsdhc-memory-cards-270-free-s-h?src=catpagev2,$270,BuyDig
Apple Airpods Wireless Bluetooth Headset (2nd Generation) for $127.50 + Free Shipping,https://slickdeals.net/f/14015702-apple-airpods-wireless-bluetooth-headset-2nd-generation-for-127-50-free-shipping?src=catpagev2,,Newegg
Annke 5mp 8ch POE surveillance system,https://slickdeals.net/f/14015570-annke-5mp-8ch-poe-surveillance-system?src=catpagev2,,Amazon
Amazon Echo Dot: $10 - Select Current Sirius XM Subscribers,https://slickdeals.net/f/14014700-amazon-echo-dot-10-select-current-sirius-xm-subscribers?src=catpagev2,$10,Amazon
QGeeM VGA to HDMI Adapter with Audio/1080p Video Output $8.99,https://slickdeals.net/f/14015459-qgeem-vga-to-hdmi-adapter-with-audio-1080p-video-output-8-99?src=catpagev2,$8.99,Amazon
Audio-Technica ATH-CKR7TW True Wireless In-Ear Headphones $69 + free s/h,https://slickdeals.net/f/14014715-audio-technica-ath-ckr7tw-true-wireless-in-ear-headphones-69-free-s-h?src=catpagev2,$69,
Verizon Holster Combo for Google Pixel 3 XL $4.97 + Free Shipping,https://slickdeals.net/f/14014244-verizon-holster-combo-for-google-pixel-3-xl-4-97-free-shipping?src=catpagev2,$4.97,
GameStop Nintendo Switch Lite Bundles starting at $215 (all colors in stock- even coral),https://slickdeals.net/f/14011967-gamestop-nintendo-switch-lite-bundles-starting-at-215-all-colors-in-stock-even-coral?src=catpagev2,$215,GameStop
Monolith Electrostatic Headphone with Energizer (by them called Amplifier) now $280 $279.99,https://slickdeals.net/f/14015306-monolith-electrostatic-headphone-with-energizer-by-them-called-amplifier-now-280-279-99?src=catpagev2,$279.99,
Scooch Wingman Case for iPhone Xs Max $9.97 + Free Shipping,https://slickdeals.net/f/14015201-scooch-wingman-case-for-iphone-xs-max-9-97-free-shipping?src=catpagev2,,Unlimited Cellular
Anker PowerCore Essential 20000 PD power bank $33.99 AC FS amazon,https://slickdeals.net/f/14015156-anker-powercore-essential-20000-pd-power-bank-33-99-ac-fs-amazon?src=catpagev2,,
Skullcandy Jib Wireless Bluetooth In-Ear Earphones w/ Mic (Various Colors),https://slickdeals.net/f/14012417-skull-candy-jib-bluetooth-black-headphone-9-99-free-shipping?src=catpagev2,$10,Walmart
"$100 off Moto One, $300 One Hyper, $250 One Action, $200 G7, $130 G7 Play, $180 G7 Power, $150 G6",https://slickdeals.net/f/14012333-100-off-moto-one-300-one-hyper-250-one-action-200-g7-130-g7-play-180-g7-power-150-g6?src=catpagev2,$300,
"Arlo Product Blowout at Micro Center, YMMV In-Store Pickup",https://slickdeals.net/f/14014457-arlo-product-blowout-at-micro-center-ymmv-in-store-pickup?src=catpagev2,,
Ring Video Doorbell 2 $99.99 FS bhpphoto,https://slickdeals.net/f/14013827-ring-video-doorbell-2-99-99-fs-bhpphoto?src=catpagev2,,B&H Photo Video
Motorola Phone Sale @ Amazon,https://slickdeals.net/f/14012819-motorola-phone-sale-amazon?src=catpagev2,,Amazon
Panasonic RP-HTX90N Retro Noise Canceling Bluetooth Wireless Over-Ear Headphones,https://slickdeals.net/f/14011841-panasonic-rp-htx90n-retro-noise-canceling-bluetooth-wireless-over-ear-headphones-50-free-shipping?src=catpagev2,$50,
Cleer Ally True Wireless Earbuds - Red $99.99,https://slickdeals.net/f/14013905-cleer-ally-true-wireless-earbuds-red-99-99?src=catpagev2,$99.99,Micro Center
Case-Mate Twinkle Case (Samsung Galaxy Note10+),https://slickdeals.net/f/14011628-case-mate-twinkle-case-samsung-galaxy-note10-5-more-free-s-h?src=catpagev2,$5,
Samsung Gear Sport Watch Bands + 32GB Sandisk Extreme Plus MicroSDHC Card,https://slickdeals.net/f/14011523-samsung-gear-sport-watch-bands-32gb-sandisk-extreme-plus-microsdhc-card-10-more-free-s-h?src=catpagev2,$10,BuyDig
Nebraska Furniture Mart:  JBL Stage 180 - $167.97  Stage 125 - $127.97 (Free Shipping),https://slickdeals.net/f/14012552-nebraska-furniture-mart-jbl-stage-180-167-97-stage-125-127-97-free-shipping?src=catpagev2,$168,
JBL Studio 550P 10 Powered Subwoofer $179.99 (Refurb),https://slickdeals.net/f/14012885-jbl-studio-550p-10-powered-subwoofer-179-99-refurb?src=catpagev2,$179.99,
Anker PowerConf Bluetooth Speakerphone $99.99 AC + FSSS,https://slickdeals.net/f/14013038-anker-powerconf-bluetooth-speakerphone-99-99-ac-fsss?src=catpagev2,,Amazon
"Garmin vívofit 4 activity tracker with 1+ year battery life and color display. Small/Medium, Black. 010-01847-00 [Regular] $50",https://slickdeals.net/f/14012981-garmin-v-vofit-4-activity-tracker-with-1-year-battery-life-and-color-display-small-medium-black-010-01847-00-regular-50?src=catpagev2,$50,Amazon
"RAVPower 16750mAh Power Bank, Time-Tested USB with Dual 2.0 USB Ports/Flashlight, 4.5A Max Output $18.48 AC + FSSS",https://slickdeals.net/f/14011838-ravpower-16750mah-power-bank-time-tested-usb-with-dual-2-0-usb-ports-flashlight-4-5a-max-output-18-48-ac-fsss?src=catpagev2,,Amazon
Tascam DR-05X voice recorder/USB microphone $89 ($72 with Discover pts),https://slickdeals.net/f/14013176-tascam-dr-05x-voice-recorder-usb-microphone-89-72-with-discover-pts?src=catpagev2,,Amazon
Nippon Labs DP-15-BR2 15 ft. DisplayPort Male to Male Cable - $9.99,https://slickdeals.net/f/14013179-nippon-labs-dp-15-br2-15-ft-displayport-male-to-male-cable-9-99?src=catpagev2,,Newegg
60% off 5MP 8 Channel HD with security cameras and DVR system $152 and up,https://slickdeals.net/f/14012294-60-off-5mp-8-channel-hd-with-security-cameras-and-dvr-system-152-and-up?src=catpagev2,$152,Amazon
YMMV: Costco B&M has Ultimate Ears Megaboom Remix on clearance at $79.97+tax (for Costco members),https://slickdeals.net/f/14012603-ymmv-costco-b-m-has-ultimate-ears-megaboom-remix-on-clearance-at-79-97-tax-for-costco-members?src=catpagev2,$79.97,
5m RGB Color Changing LED Strip Lights  Kit  $7.99  + Free S&H on $23+,https://slickdeals.net/f/14011304-5m-rgb-color-changing-led-strip-lights-kit-7-99-free-s-h-on-23?src=catpagev2,$7.99,
Samsung Galaxy Watch Active 40mm Smartwatch (various colors),https://slickdeals.net/f/14010143-samsung-galaxy-watch-active-aluminum-smartwatch-40mm-various-colors-119-99-free-shipping-best-buy?src=catpagev2,$120,Best Buy
Benro Aero 2 Video Travel Angel Tripod Kit $134.95,https://slickdeals.net/f/14012774-benro-aero-2-video-travel-angel-tripod-kit-134-95?src=catpagev2,$134.94,B&H Photo Video
LIFX Beam - Refurbished for only $99. SAVE $51 + Free shipping.,https://slickdeals.net/f/14012687-lifx-beam-refurbished-for-only-99-save-51-free-shipping?src=catpagev2,$99,
"Sony Z9F Master Series 65""-Class HDR UHD Smart LED TV - $1499 & F/S",https://slickdeals.net/f/14011229-sony-z9f-master-series-65-class-hdr-uhd-smart-led-tv-1499-f-s?src=catpagev2,"$1,499",
Canon Cameras (Refurb): EOS Rebel T6 EF-S 18-55 w/ EF 75-300mm f/4-5.6 III,https://slickdeals.net/f/14010017-canon-cameras-refurb-eos-rebel-t6-ef-s-18-55-w-ef-75-300mm-f-4-5-6-iii-288-more-free-s-h?src=catpagev2,$288,
"27"" Meural Canvas Leonora WiFi Digital Photo Frame White/Black + 1 Year membership $345",https://slickdeals.net/f/14012060-27-meural-canvas-leonora-wifi-digital-photo-frame-white-black-1-year-membership-345?src=catpagev2,$345,
"Apple iPhone 7/8//SE Leather Case (Black), $18 + $8.95 shipping. Free shipping @ $75",https://slickdeals.net/f/14012492-apple-iphone-7-8-se-leather-case-black-18-8-95-shipping-free-shipping-75?src=catpagev2,$18,Kohl's
"JBL SUB550 10"" Powered Subwoofer Refurbished $179.99 + Free Shipping",https://slickdeals.net/f/14012306-jbl-sub550-10-powered-subwoofer-refurbished-179-99-free-shipping?src=catpagev2,,
Canon Refurb Lenses Sale: EF-S 10-18mm f/4.5-5.6 IS STM Lens,https://slickdeals.net/f/14010023-refurb-canon-lenses-ef-s-10-18mm-197-ef-s-35mm-f-2-8-macro-242-ef-24-105mm-f-3-5-5-6-377-ef-24-70mm-f-2-8l-ii-1223-more?src=catpagev2,$197,Canon
Amazon Music Unlimited 3-months (Free or $3/month),https://slickdeals.net/f/14012111-amazon-music-unlimited-3-months-free-or-3-month?src=catpagev2,,Amazon
"Nikon Lenses: 50mm f/1.8G AF-S Lens $197, 35mm f/1.8G AF-S DX Lens",https://slickdeals.net/f/14009993-nikon-lenses-50mm-f-1-8g-af-s-lens-197-35mm-f-1-8g-af-s-dx-lens-177-more-free-s-h?src=catpagev2,$177,Adorama
RAVPower 24W 3-Port Solar Charger $39.49 + Free S/H,https://slickdeals.net/f/14011892-ravpower-24w-3-port-solar-charger-39-49-free-s-h?src=catpagev2,$39.49,
Canon RF 35mm F1.8 Macro IS STM Lens (Refurbished) $359 + Free Shipping,https://slickdeals.net/f/14011727-canon-rf-35mm-f1-8-macro-is-stm-lens-refurbished-359-free-shipping?src=catpagev2,,Canon
"Canon: 80D DSLR with 18-55mm STM Lens $899, 18-135mm USM Lens + Rode VIDEOMIC GO $1149, 6D Mark 2 DSLR with EF 24-105mm $1599",https://slickdeals.net/f/14009999-canon-80d-dslr-with-18-55mm-stm-lens-899-18-135mm-usm-lens-rode-videomic-go-1149-6d-mark-2-dslr-with-ef-24-105mm-1599?src=catpagev2,$899,Adorama
RAVPower 21W 2-Port Solar Charger - $33.99,https://slickdeals.net/f/14010191-ravpower-21w-2-port-solar-charger-33-99?src=catpagev2,$33.99,RAVPower
Costco Members: Apple Watch Series 5 44mm GPS Smartwatch w/ Aluminum Case,https://slickdeals.net/f/14008763-costco-members-apple-watch-series-5-44mm-gps-smartwatch-w-aluminum-case-330-more-4-99-s-h?src=catpagev2,$330,
"Kasa Cam Outdoor by TP-Link - 1080p HD, 2-Days Free Cloud Storage, Built-in Siren, Stream Anywhere, Works with Alexa Echo and Google Assistant (KC200) $74.99",https://slickdeals.net/f/14011298-kasa-cam-outdoor-by-tp-link-1080p-hd-2-days-free-cloud-storage-built-in-siren-stream-anywhere-works-with-alexa-echo-and-google-assistant-kc200-74-99?src=catpagev2,$74.99,Amazon
GoPro Max 360 - $395.00,https://slickdeals.net/f/14011241-gopro-max-360-395-00?src=catpagev2,$395,
"Garmin vívoactive® 4 45 mm Slate Stainless Steel Bezel with Black Case and Silicone Band. Sale on other garmin watches also Garmin,Amazon,Kohls ($50 Kohls Cash back)",https://slickdeals.net/f/14009621-garmin-v-voactive-4-45-mm-slate-stainless-steel-bezel-with-black-case-and-silicone-band-sale-on-other-garmin-watches-also-garmin-amazon-kohls-50-kohls-cash-back?src=catpagev2,$269.99,
"Buy one Creative Outlier ONE V2 headphones, get one Creative Outlier ONE headphones (V1) Free + free S/H - $39.99",https://slickdeals.net/f/14011139-buy-one-creative-outlier-one-v2-headphones-get-one-creative-outlier-one-headphones-v1-free-free-s-h-39-99?src=catpagev2,$40,
6-Pack WypAll Microfiber Dry Cloths w/ Microban Protection (Blue) $11.20 + Free Shipping,https://slickdeals.net/f/14009756-6-pack-wypall-microfiber-dry-cloths-w-microban-protection-blue-11-20-free-shipping?src=catpagev2,$11.20,Staples
Google Pixel Bids 2 finally out in the Google store,https://slickdeals.net/f/14011031-google-pixel-bids-2-finally-out-in-the-google-store?src=catpagev2,,
Google Nest Hello Video Doorbell $170 AC through Daily Steals,https://slickdeals.net/f/14010551-google-nest-hello-video-doorbell-170-ac-through-daily-steals?src=catpagev2,,
Reolink 16CH 5MP Security Camera System $567.99 24/7 Recording,https://slickdeals.net/f/14010782-reolink-16ch-5mp-security-camera-system-567-99-24-7-recording?src=catpagev2,$567.99,
128GB Samsung Pro Endurance U1 microSD XC Memory Card w/ Adapter @Newegg $28,https://slickdeals.net/f/14010065-128gb-samsung-pro-endurance-u1-microsd-xc-memory-card-w-adapter-newegg-28?src=catpagev2,$28,Newegg
"Geeni 4-Outlet + 2 USB, 6-Outlet Smart Surge Protector Power Strip No Hub Wireless Remote Control and Timer $18.79",https://slickdeals.net/f/14009819-geeni-4-outlet-2-usb-6-outlet-smart-surge-protector-power-strip-no-hub-wireless-remote-control-and-timer-18-79?src=catpagev2,$18.79,Amazon
The Singing Machine Portable Bluetooth Karaoke System (White),https://slickdeals.net/f/14008976-the-singing-machine-portable-bluetooth-karaoke-system-white-20-more?src=catpagev2,$20,Walmart
Case Logic KSW-32 32 Capacity CD/DVD Prosleeve Wallet (Black) $5,https://slickdeals.net/f/14010137-case-logic-ksw-32-32-capacity-cd-dvd-prosleeve-wallet-black-5?src=catpagev2,$5,Best Buy
"Vizio M-Series Quantum M557-G0 55"" LED TV -  $449 w/Free Shipping",https://slickdeals.net/f/14009525-vizio-m-series-quantum-m557-g0-55-led-tv-449-w-free-shipping?src=catpagev2,,Target
refurbished Canon SL3 (body only) - $360,https://slickdeals.net/f/14010200-refurbished-canon-sl3-body-only-360?src=catpagev2,,
Fitbit Versa 2 @ Amazon.com for $149.00,https://slickdeals.net/f/14009759-fitbit-versa-2-amazon-com-for-149-00?src=catpagev2,$149,Amazon
Fitbit inspire HR 69.95@ Amazon $69.95,https://slickdeals.net/f/14008646-fitbit-inspire-hr-69-95-amazon-69-95?src=catpagev2,$69.95,Amazon
Office Depot 16-Pk Duracell Coppertop Batteries (AA/AAA) $15.51 + 100% Back in Rewards,https://slickdeals.net/f/14008595-office-depot-16-pk-duracell-coppertop-batteries-aa-aaa-15-51-100-back-in-rewards?src=catpagev2,$15.51,
Costco Members - Samsung Galaxy Active 2 44mm - Black - Bonus Cable 239.99 (International version also on sale at bhphotovideo including golf edition - see link below),https://slickdeals.net/f/14009159-costco-members-samsung-galaxy-active-2-44mm-black-bonus-cable-239-99-international-version-also-on-sale-at-bhphotovideo-including-golf-edition-see-link-below?src=catpagev2,$239.99,
Garmin Forerunner 45 GPS Heart Rate Monitor Running Smartwatch $149.99,https://slickdeals.net/f/14008940-garmin-forerunner-45-gps-heart-rate-monitor-running-smartwatch-149-99?src=catpagev2,$149.99,Best Buy
Steelseries Arctis 5 PUBG edition headset $59.99,https://slickdeals.net/f/14009231-steelseries-arctis-5-pubg-edition-headset-59-99?src=catpagev2,$59.99,GameStop
"Costco Members: Honeywell Z-Wave Smart Light Switch, 2-pack, $49.99 including shipping",https://slickdeals.net/f/14008265-costco-members-honeywell-z-wave-smart-light-switch-2-pack-49-99-including-shipping?src=catpagev2,$49.99,Costco Wholesale
Various OCO Surveillance and Security Camera with Remote Viewing on sale from $59,https://slickdeals.net/f/14009153-various-oco-surveillance-and-security-camera-with-remote-viewing-on-sale-from-59?src=catpagev2,$59,Home Depot
Kanto YU6 Powered Speakers $339,https://slickdeals.net/f/14009156-kanto-yu6-powered-speakers-339?src=catpagev2,$339,B&H Photo Video
PD Pioneer 30W GaN Tech USB C Wall Charger $14.99,https://slickdeals.net/f/14009078-pd-pioneer-30w-gan-tech-usb-c-wall-charger-14-99?src=catpagev2,$14.99,
Apple Watch Series 5 Smartwatch w/ Aluminum Case: $50 dollars off,https://slickdeals.net/f/14008820-apple-watch-series-5-smartwatch-w-aluminum-case-50-dollars-off?src=catpagev2,$349.99,Target
SAM'S CLUB Apple iPhone SE (AT&T) with 100 E GiftCard,https://slickdeals.net/f/14007095-sam-s-club-apple-iphone-se-at-t-with-100-e-giftcard?src=catpagev2,$399.99,Sam's Club
Google Pixel Phone Repairs for First Responders & Healthcare Responders,https://slickdeals.net/f/14006402-google-pixel-phone-repairs-for-first-responders-healthcare-responders-free-via-carry-in-curbside-service?src=catpagev2,Free,
"DYMO LetraTag 100H Plus Handheld Label Maker for Office or Home [Standard Packaging, Machine + 2 Tapes] $15.6",https://slickdeals.net/f/14007500-dymo-letratag-100h-plus-handheld-label-maker-for-office-or-home-standard-packaging-machine-2-tapes-15-6?src=catpagev2,$15.60,Amazon
MetroPCS unlimited $25 / line + 4 Samsung Galaxy A20 when you switch 4 lines $100,https://slickdeals.net/f/14007338-metropcs-unlimited-25-line-4-samsung-galaxy-a20-when-you-switch-4-lines-100?src=catpagev2,$100,
"TUDIA Hard Storage Carrying Cases for Nintendo Switch, Gaming Mouse, Card Games, Jenga, Hot Wheels, Bluetooth Earphones, Digital Thermometer, Makeup from $4.99 + FS",https://slickdeals.net/f/14007086-tudia-hard-storage-carrying-cases-for-nintendo-switch-gaming-mouse-card-games-jenga-hot-wheels-bluetooth-earphones-digital-thermometer-makeup-from-4-99-fs?src=catpagev2,$4.99,Amazon
sonos sub and playbar 150$ off - 549$ each,https://slickdeals.net/f/14007617-sonos-sub-and-playbar-150-off-549-each?src=catpagev2,,
"VIZIO PX PX65-G1 64.5"" Smart LED-LCD TV - 4K UHDTV - Black - Quantum Dot LED Backlight $739 Refurbished",https://slickdeals.net/f/14008169-vizio-px-px65-g1-64-5-smart-led-lcd-tv-4k-uhdtv-black-quantum-dot-led-backlight-739-refurbished?src=catpagev2,,Newegg
PRIME 2-pack 6-Outlet Green Power Strip $ 2.98,https://slickdeals.net/f/14006993-prime-2-pack-6-outlet-green-power-strip-2-98?src=catpagev2,$2.98,Lowe's
Pioneer LX701 9.2 channel receiver (open box) as low as $495 at Best Buy,https://slickdeals.net/f/14006936-pioneer-lx701-9-2-channel-receiver-open-box-as-low-as-495-at-best-buy?src=catpagev2,$495,Best Buy
Costco Warehouse: Purchase iPhone SE (2nd Gen) (TMO) w/ Trade-In & Get,https://slickdeals.net/f/14005394-costco-t-mobile-iphone-se-359-up-to-180-trade-in-no-add-a-line-any-plan?src=catpagev2,Up to $180 Off,Costco Wholesale
Klipsch: 2x R-625FA + 2x R-41M Bookshelves + R-52C Center + R-120SW Sub,https://slickdeals.net/f/14005892-klipsch-2x-r-625fa-2x-r-41m-bookshelves-r-52c-center-r-120sw-sub-1099-free-shipping?src=catpagev2,$1099,Adorama
"Sony XBR-85Z9G 85"" (7680 x 4320) Master Series 8K HDR Smart LED TV (2019) - $6699 Shipped",https://slickdeals.net/f/14006648-sony-xbr-85z9g-85-7680-x-4320-master-series-8k-hdr-smart-led-tv-2019-6699-shipped?src=catpagev2,"$6,699",Newegg
LG V35 ThinQ 64GB GSM Unlocked 4G LTE Phone - Aurora Black $250 Shipped,https://slickdeals.net/f/14006000-lg-v35-thinq-64gb-gsm-unlocked-4g-lte-phone-aurora-black-250-shipped?src=catpagev2,$249.99,Newegg
RAVPower 26800mAh Battery Pack Total 5.5A Output 3 Ports $32.99 + FSSS,https://slickdeals.net/f/14005955-ravpower-26800mah-battery-pack-total-5-5a-output-3-ports-32-99-fsss?src=catpagev2,,Amazon
Blackmagic Design Pocket Cinema Camera 6K (Canon EF),https://slickdeals.net/f/14004875-blackmagic-design-pocket-cinema-camera-6k-canon-ef-1995-free-s-h?src=catpagev2,$1995,Adorama
"Samsung Galaxy S10/S10+  ESR Cases (Varies Styles) and Screen Protectors, from $2.59 + FSSS",https://slickdeals.net/f/14005037-samsung-galaxy-s10-s10-esr-cases-varies-styles-and-screen-protectors-from-2-59-fsss?src=catpagev2,$2.59,Amazon
"LG OLED65GXPUA Alexa Built-in GX Series 65"" 4K Ultra HD Smart OLED TV (2020) - $2999 Shipped",https://slickdeals.net/f/14006621-lg-oled65gxpua-alexa-built-in-gx-series-65-4k-ultra-hd-smart-oled-tv-2020-2999-shipped?src=catpagev2,"$2,999",Newegg
"PGYTECH Accessories Combo for MAVIC 2 Pro & Zoom (Stick Protector, Lens Hood, Landing Pad, Propeller Holder, Mini Case) $39.99 + FS",https://slickdeals.net/f/14005967-pgytech-accessories-combo-for-mavic-2-pro-zoom-stick-protector-lens-hood-landing-pad-propeller-holder-mini-case-39-99-fs?src=catpagev2,$39.99,
"85"" Sony XBR85X950G 4K HDR UHD Smart LED HDTV",https://slickdeals.net/f/14004356-sony-xbr85x950g-85-inch-4k-ultra-hd-smart-led-tv-with-hdr-2019-model-for-2499-free-shipping?src=catpagev2,$2499,Newegg
Sonos Playbar w/ Wall Mount Kit - $529.99 (Costco Membership Req),https://slickdeals.net/f/14004569-sonos-playbar-w-wall-mount-kit-529-99-costco-membership-req?src=catpagev2,$529.99,
Active Military & Veterans: Sonos Playbar Soundbar,https://slickdeals.net/f/14004338-active-military-veterans-sonos-playbar-soundbar-499-free-shipping?src=catpagev2,$499,
"55"" TCL 55R617 6 Series 4K UHD HDR Roku Smart LED HDTV $399 + Free Shipping @ eBay",https://slickdeals.net/f/14005178-55-tcl-55r617-6-series-4k-uhd-hdr-roku-smart-led-hdtv-399-free-shipping-ebay?src=catpagev2,$399,eBay
Samsung QN75Q70RAFXZA Flat 75-Inch QLED 4K Q70 Series Ultra HD Smart TV with HDR and Alexa Compatibility (2019 Model) $1644.95,https://slickdeals.net/f/14005091-samsung-qn75q70rafxza-flat-75-inch-qled-4k-q70-series-ultra-hd-smart-tv-with-hdr-and-alexa-compatibility-2019-model-1644-95?src=catpagev2,"$1,644.95",Amazon
GVM LS-P80S Daylight and 560AS Bi-Color LED Video Light Panel Kit with C Stand Arm Base $659 + FS,https://slickdeals.net/f/14006336-gvm-ls-p80s-daylight-and-560as-bi-color-led-video-light-panel-kit-with-c-stand-arm-base-659-fs?src=catpagev2,$659,
"11-oz Snapfish Custom Photo Mug 2 for $11 ($5.50 each), or less",https://slickdeals.net/f/14004815-11-oz-snapfish-custom-photo-mug-2-for-11-5-50-each-or-less?src=catpagev2,$11,
Boost Mobile - iPhone SE - $299,https://slickdeals.net/f/14005655-boost-mobile-iphone-se-299?src=catpagev2,$299,
"Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Arctic White for $299.99",https://slickdeals.net/f/14004281-bose-noise-cancelling-wireless-bluetooth-headphones-700-with-alexa-voice-control-arctic-white-for-299-99?src=catpagev2,$299.99,Amazon
Theremini value pack by Moog $329,https://slickdeals.net/f/14005643-theremini-value-pack-by-moog-329?src=catpagev2,,B&H Photo Video
Verizon Wireless Customers: Extra 15GB of 4G LTE Data Free (Valid 05/01/2020 to 05/31/2020),https://slickdeals.net/f/14004218-verizon-wireless-customers-extra-15gb-of-4g-lte-data-free-valid-05-01-2020-to-05-31-2020?src=catpagev2,,Verizon Wireless
Aiwa Arc-1 Bluetooth Headphones-Refurbished $79.7,https://slickdeals.net/f/14005664-aiwa-arc-1-bluetooth-headphones-refurbished-79-7?src=catpagev2,$79.70,
"Samsung 4K QLED TVs (Refurbished): 65"" QN65Q7DR $699.99, 65"" QN65Q6DR $599.99 & More + Free Shipping @ Walmart",https://slickdeals.net/f/14003447-samsung-4k-qled-tvs-refurbished-65-qn65q7dr-699-99-65-qn65q6dr-599-99-more-free-shipping-walmart?src=catpagev2,$699.99,Walmart
Polar Pro Mavic 2 Pro Cinema Series Gradient Filter Collection $49.99,https://slickdeals.net/f/14005547-polar-pro-mavic-2-pro-cinema-series-gradient-filter-collection-49-99?src=catpagev2,$49.99,Adorama
"Sharp - 55"" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Roku TV $300",https://slickdeals.net/f/14004089-sharp-55-class-led-2160p-smart-4k-uhd-tv-with-hdr-roku-tv-300?src=catpagev2,$300,Best Buy
RAVPower 61W PD 3.0 USB C 2 Port Wall Charger $23.99 AC + FSSS,https://slickdeals.net/f/14003765-ravpower-61w-pd-3-0-usb-c-2-port-wall-charger-23-99-ac-fsss?src=catpagev2,,Amazon
RAVPower 60W 5-Port USB Type-A Wall Charger w/ USB Type-C PD,https://slickdeals.net/f/14002169-ravpower-pioneer-60w-5-port-usb-c-desktop-charger-with-45w-power-delivery-port-14-99?src=catpagev2,$15,
RAVPower PB052 22000mAh External Battery Pack $21.99 AC + FSSS,https://slickdeals.net/f/14004290-ravpower-pb052-22000mah-external-battery-pack-21-99-ac-fsss?src=catpagev2,,Amazon
Kasa Smart Plug by TP-Link $10,https://slickdeals.net/f/14002988-kasa-smart-plug-by-tp-link-10?src=catpagev2,$10,Amazon
"Vizio SB3621n-G8 36"" 2.1 Channel Soundbar with Slim Subwoofer @ Costco",https://slickdeals.net/f/14004137-vizio-sb3621n-g8-36-2-1-channel-soundbar-with-slim-subwoofer-costco?src=catpagev2,,Costco Wholesale
Sonos SUB Wireless Subwoofer with Integrated SONOSNet 2.0 Extender $549.00 Amazon,https://slickdeals.net/f/14004134-sonos-sub-wireless-subwoofer-with-integrated-sonosnet-2-0-extender-549-00-amazon?src=catpagev2,$549,Amazon
"Netgear Meural (gen 1) 27"" + 1 year free meural membership* $395 @ Netgear",https://slickdeals.net/f/14003756-netgear-meural-gen-1-27-1-year-free-meural-membership-395-netgear?src=catpagev2,,
GVM-S900D LED Light Panels  2 Lights Kit - $323.99  + $20 Shipping,https://slickdeals.net/f/14004059-gvm-s900d-led-light-panels-2-lights-kit-323-99-20-shipping?src=catpagev2,$343.99,
Samsung Galaxy S10E (2019) 2-Pack ESR Tempered-Glass Screen Protectors - $3.99 + FSSS,https://slickdeals.net/f/14003213-samsung-galaxy-s10e-2019-2-pack-esr-tempered-glass-screen-protectors-3-99-fsss?src=catpagev2,$3.99,Amazon
Bionik Mantis Detachable Headphone for PlayStation VR - $25.00,https://slickdeals.net/f/14003906-bionik-mantis-detachable-headphone-for-playstation-vr-25-00?src=catpagev2,,
Bang & Olufsen Beoplay Headphones & Earphones $99.99 + FS,https://slickdeals.net/f/14002553-bang-olufsen-beoplay-headphones-earphones-99-99-fs?src=catpagev2,,
Apple Airpod Pro with Wireless Charging at Costco (Membership Required) $234.99,https://slickdeals.net/f/14002268-apple-airpod-pro-with-wireless-charging-at-costco-membership-required-234-99?src=catpagev2,$234.99,
Samsung Phone Repair for First Responders/Health Care Professionals,https://slickdeals.net/f/14000126-samsung-phone-repair-for-first-responders-health-care-professionals-free?src=catpagev2,Free,
MagMods 30% off + free ship $349.95,https://slickdeals.net/f/14003657-magmods-30-off-free-ship-349-95?src=catpagev2,$349.95,
"55"" Samsung QN55Q6DRA 4K UHD HDR Smart QLED HDTV 2019 Model (Refurbished) $459.99 + Free Shipping @ Walmart",https://slickdeals.net/f/14001674-55-samsung-qn55q6dra-4k-uhd-hdr-smart-qled-hdtv-2019-model-refurbished-459-99-free-shipping-walmart?src=catpagev2,$459.99,Walmart
RAVPower 3-Port 30W USB Wall Charger for $8.99 + FSSS,https://slickdeals.net/f/14001155-ravpower-3-port-30w-usb-wall-charger-for-8-99-fsss?src=catpagev2,$8.99,Amazon
